Item Code,Item Name,Item Group,Item category,Item Sub-Category,
ACAB-0032-RR KABEL,Cu Armoured AC Cable 2C x 2.5 sqmm -RR KABEL,AC Cable,Cables,2C x 2.5 sqmm Cu AC Cable,
ACAB-0032-KEI,Cu Armoured AC Cable 2C x 2.5 sqmm -KEI,AC Cable,Cables,2C x 2.5 sqmm Cu AC Cable,
ACAB-0032-POLYCAB,Cu Armoured AC Cable 2C x 2.5 sqmm -POLYCAB,AC Cable,Cables,2C x 2.5 sqmm Cu AC Cable,
ACAB-0033-RR KABEL,Cu Armoured AC Cable 2C x 16 sqmm -RR KABEL,AC Cable,Cables,2C x 16 sqmm Cu AC Cable,
ACAB-0033-KEI,Cu Armoured AC Cable 2C x 16 sqmm -KEI,AC Cable,Cables,2C x 16 sqmm Cu AC Cable,
ACAB-0033-POLYCAB,Cu Armoured AC Cable 2C x 16 sqmm -POLYCAB,AC Cable,Cables,2C x 16 sqmm Cu AC Cable,
ACAB-0034-RR KABEL,Cu Armoured AC Cable 2C x 4 sqmm -RR KABEL,AC Cable,Cables,2C x 4 sqmm Cu AC Cable,
ACAB-0034-POLYCAB,Cu Armoured AC Cable 2C x 4 sqmm -POLYCAB,AC Cable,Cables,2C x 4 sqmm Cu AC Cable,
ACAB-0035-RR KABEL,Cu Armoured AC Cable 2C x 6 sqmm -RR KABEL,AC Cable,Cables,2C x 6 sqmm Cu AC Cable,
ACAB-0035-POLYCAB,Cu Armoured AC Cable 2C x 6 sqmm -POLYCAB,AC Cable,Cables,2C x 6 sqmm Cu AC Cable,
ACAB-0036-RR KABEL,Cu Armoured AC Cable 2C x 10 sqmm -RR KABEL,AC Cable,Cables,2C x 10 sqmm Cu AC Cable,
ACAB-0036-KEI,Cu Armoured AC Cable 2C x 10 sqmm -KEI,AC Cable,Cables,2C x 10 sqmm Cu AC Cable,
ACAB-0036-POLYCAB,Cu Armoured AC Cable 2C x 10 sqmm -POLYCAB,AC Cable,Cables,2C x 10 sqmm Cu AC Cable,
ACAB-0037-RR KABEL,Cu Flexible AC Cable 3C x 2.5 sqmm -RR KABEL,AC Cable,Cables,3C x 2.5 sqmm Cu AC Cable,
ACAB-0037-KEI,Cu Flexible AC Cable 3C x 2.5 sqmm -KEI,AC Cable,Cables,3C x 2.5 sqmm Cu AC Cable,
ACAB-0037-POLYCAB,Cu Flexible AC Cable 3C x 2.5 sqmm -POLYCAB,AC Cable,Cables,3C x 2.5 sqmm Cu AC Cable,
ACAB-0038-RR KABEL,Cu Flexible AC Cable 3C x 4 sqmm -RR KABEL,AC Cable,Cables,3C x 4 sqmm Cu AC Cable,
ACAB-0038-KEI,Cu Flexible AC Cable 3C x 4 sqmm -KEI,AC Cable,Cables,3C x 4 sqmm Cu AC Cable,
ACAB-0038-POLYCAB,Cu Flexible AC Cable 3C x 4 sqmm -POLYCAB,AC Cable,Cables,3C x 4 sqmm Cu AC Cable,
ACAB-0039-RR KABEL,Cu Flexible AC Cable 3C x 6 sqmm -RR KABEL,AC Cable,Cables,3C x 6 sqmm Cu AC Cable,
ACAB-0039-KEI,Cu Flexible AC Cable 3C x 6 sqmm -KEI,AC Cable,Cables,3C x 6 sqmm Cu AC Cable,
ACAB-0039-POLYCAB,Cu Flexible AC Cable 3C x 6 sqmm -POLYCAB,AC Cable,Cables,3C x 6 sqmm Cu AC Cable,
ACAB-0040-RR KABEL,Al Armoured AC Cable 3.5C x 25 sqmm -RR KABEL,AC Cable,Cables,3.5C x 25 sqmm Al AC Cable,
ACAB-0040-KEI,Al Armoured AC Cable 3.5C x 25 sqmm -KEI,AC Cable,Cables,3.5C x 25 sqmm Al AC Cable,
ACAB-0040-POLYCAB,Al Armoured AC Cable 3.5C x 25 sqmm -POLYCAB,AC Cable,Cables,3.5C x 25 sqmm Al AC Cable,
ACAB-0041-RR KABEL,Al Armoured AC Cable 3.5C x 35 sqmm -RR KABEL,AC Cable,Cables,3.5C x 35 sqmm Al AC Cable,
ACAB-0041-KEI,Al Armoured AC Cable 3.5C x 35 sqmm -KEI,AC Cable,Cables,3.5C x 35 sqmm Al AC Cable,
ACAB-0041-POLYCAB,Al Armoured AC Cable 3.5C x 35 sqmm -POLYCAB,AC Cable,Cables,3.5C x 35 sqmm Al AC Cable,
ACAB-0042-RR KABEL,Al Armoured AC Cable 3.5C x 50 sqmm -RR KABEL,AC Cable,Cables,3.5C x 50 sqmm Al AC Cable,
ACAB-0042-KEI,Al Armoured AC Cable 3.5C x 50 sqmm -KEI,AC Cable,Cables,3.5C x 50 sqmm Al AC Cable,
ACAB-0042-POLYCAB,Al Armoured AC Cable 3.5C x 50 sqmm -POLYCAB,AC Cable,Cables,3.5C x 50 sqmm Al AC Cable,
ACAB-0043-RR KABEL,Al Armoured AC Cable 3.5C x 70 sqmm -RR KABEL,AC Cable,Cables,3.5C x 70 sqmm Al AC Cable,
ACAB-0043-KEI,Al Armoured AC Cable 3.5C x 70 sqmm -KEI,AC Cable,Cables,3.5C x 70 sqmm Al AC Cable,
ACAB-0043-POLYCAB,Al Armoured AC Cable 3.5C x 70 sqmm -POLYCAB,AC Cable,Cables,3.5C x 70 sqmm Al AC Cable,
ACAB-0044-RR KABEL,Al Armoured AC Cable 3.5C x 95 sqmm -RR KABEL,AC Cable,Cables,3.5C x 95 sqmm Al AC Cable,
ACAB-0044-KEI,Al Armoured AC Cable 3.5C x 95 sqmm -KEI,AC Cable,Cables,3.5C x 95 sqmm Al AC Cable,
ACAB-0044-POLYCAB,Al Armoured AC Cable 3.5C x 95 sqmm -POLYCAB,AC Cable,Cables,3.5C x 95 sqmm Al AC Cable,
ACAB-0045-RR KABEL,Al Armoured AC Cable 3.5C x 120 sqmm -RR KABEL,AC Cable,Cables,3.5C x 120 sqmm Al AC Cable,
ACAB-0045-KEI,Al Armoured AC Cable 3.5C x 120 sqmm -KEI,AC Cable,Cables,3.5C x 120 sqmm Al AC Cable,
ACAB-0045-POLYCAB,Al Armoured AC Cable 3.5C x 120 sqmm -POLYCAB,AC Cable,Cables,3.5C x 120 sqmm Al AC Cable,
ACAB-0046-RR KABEL,Al Armoured AC Cable 3.5C x 150 sqmm -RR KABEL,AC Cable,Cables,3.5C x 150 sqmm Al AC Cable,
ACAB-0046-KEI,Al Armoured AC Cable 3.5C x 150 sqmm -KEI,AC Cable,Cables,3.5C x 150 sqmm Al AC Cable,
ACAB-0046-POLYCAB,Al Armoured AC Cable 3.5C x 150 sqmm -POLYCAB,AC Cable,Cables,3.5C x 150 sqmm Al AC Cable,
ACAB-0047-RR KABEL,Al Armoured AC Cable 3.5C x 185 sqmm -RR KABEL,AC Cable,Cables,3.5C x 185 sqmm Al AC Cable,
ACAB-0047-KEI,Al Armoured AC Cable 3.5C x 185 sqmm -KEI,AC Cable,Cables,3.5C x 185 sqmm Al AC Cable,
ACAB-0047-POLYCAB,Al Armoured AC Cable 3.5C x 185 sqmm -POLYCAB,AC Cable,Cables,3.5C x 185 sqmm Al AC Cable,
ACAB-0048-RR KABEL,Al Armoured AC Cable 3.5C x 240 sqmm -RR KABEL,AC Cable,Cables,3.5C x 240 sqmm Al AC Cable,
ACAB-0048-KEI,Al Armoured AC Cable 3.5C x 240 sqmm -KEI,AC Cable,Cables,3.5C x 240 sqmm Al AC Cable,
ACAB-0048-POLYCAB,Al Armoured AC Cable 3.5C x 240 sqmm -POLYCAB,AC Cable,Cables,3.5C x 240 sqmm Al AC Cable,
ACAB-0049-RR KABEL,Al Armoured AC Cable 3.5C x 300 sqmm -RR KABEL,AC Cable,Cables,3.5C x 300 sqmm Al AC Cable,
ACAB-0049-KEI,Al Armoured AC Cable 3.5C x 300 sqmm -KEI,AC Cable,Cables,3.5C x 300 sqmm Al AC Cable,
ACAB-0049-POLYCAB,Al Armoured AC Cable 3.5C x 300 sqmm -POLYCAB,AC Cable,Cables,3.5C x 300 sqmm Al AC Cable,
ACAB-0056-RR KABEL,Cu Armoured AC Cable 4C x 35 sqmm -RR KABEL,AC Cable,Cables,4C x 35 sqmm Cu AC Cable,
ACAB-0056-KEI,Cu Armoured AC Cable 4C x 35 sqmm -KEI,AC Cable,Cables,4C x 35 sqmm Cu AC Cable,
ACAB-0056-POLYCAB,Cu Armoured AC Cable 4C x 35 sqmm -POLYCAB,AC Cable,Cables,4C x 35 sqmm Cu AC Cable,
ACAB-0057-RR KABEL,Cu Armoured AC Cable 4C x 50 sqmm -RR KABEL,AC Cable,Cables,4C x 50 sqmm Cu AC Cable,
ACAB-0057-KEI,Cu Armoured AC Cable 4C x 50 sqmm -KEI,AC Cable,Cables,4C x 50 sqmm Cu AC Cable,
ACAB-0057-POLYCAB,Cu Armoured AC Cable 4C x 50 sqmm -POLYCAB,AC Cable,Cables,4C x 50 sqmm Cu AC Cable,
ACAB-0058-RR KABEL,Cu Armoured AC Cable 4C x 70 sqmm -RR KABEL,AC Cable,Cables,4C x 70 sqmm Cu AC Cable,
ACAB-0058-KEI,Cu Armoured AC Cable 4C x 70 sqmm -KEI,AC Cable,Cables,4C x 70 sqmm Cu AC Cable,
ACAB-0058-POLYCAB,Cu Armoured AC Cable 4C x 70 sqmm -POLYCAB,AC Cable,Cables,4C x 70 sqmm Cu AC Cable,
ACAB-0059-RR KABEL,Cu Armoured AC Cable 4C x 95 sqmm -RR KABEL,AC Cable,Cables,4C x 95 sqmm Cu AC Cable,
ACAB-0059-KEI,Cu Armoured AC Cable 4C x 95 sqmm -KEI,AC Cable,Cables,4C x 95 sqmm Cu AC Cable,
ACAB-0059-POLYCAB,Cu Armoured AC Cable 4C x 95 sqmm -POLYCAB,AC Cable,Cables,4C x 95 sqmm Cu AC Cable,
ACAB-0060-RR KABEL,Al Armoured AC Cable 4C x 4 sqmm -RR KABEL,AC Cable,Cables,4C x 4 sqmm Al AC Cable,
ACAB-0060-KEI,Al Armoured AC Cable 4C x 4 sqmm -KEI,AC Cable,Cables,4C x 4 sqmm Al AC Cable,
ACAB-0060-POLYCAB,Al Armoured AC Cable 4C x 4 sqmm -POLYCAB,AC Cable,Cables,4C x 4 sqmm Al AC Cable,
ACAB-0061-RR KABEL,Al Armoured AC Cable 4C x 6 sqmm -RR KABEL,AC Cable,Cables,4C x 6 sqmm Al AC Cable,
ACAB-0061-KEI,Al Armoured AC Cable 4C x 6 sqmm -KEI,AC Cable,Cables,4C x 6 sqmm Al AC Cable,
ACAB-0061-POLYCAB,Al Armoured AC Cable 4C x 6 sqmm -POLYCAB,AC Cable,Cables,4C x 6 sqmm Al AC Cable,
ACAB-0062-RR KABEL,Al Armoured AC Cable 4C x 10 sqmm -RR KABEL,AC Cable,Cables,4C x 10 sqmm Al AC Cable,
ACAB-0062-KEI,Al Armoured AC Cable 4C x 10 sqmm -KEI,AC Cable,Cables,4C x 10 sqmm Al AC Cable,
ACAB-0062-POLYCAB,Al Armoured AC Cable 4C x 10 sqmm -POLYCAB,AC Cable,Cables,4C x 10 sqmm Al AC Cable,
ACAB-0063-RR KABEL,Al Armoured AC Cable 4C x 16 sqmm -RR KABEL,AC Cable,Cables,4C x 16 sqmm Al AC Cable,
ACAB-0063-KEI,Al Armoured AC Cable 4C x 16 sqmm -KEI,AC Cable,Cables,4C x 16 sqmm Al AC Cable,
ACAB-0063-POLYCAB,Al Armoured AC Cable 4C x 16 sqmm -POLYCAB,AC Cable,Cables,4C x 16 sqmm Al AC Cable,
ACAB-0064-RR KABEL,Al Armoured AC Cable 4C x 25 sqmm -RR KABEL,AC Cable,Cables,4C x 25 sqmm Al AC Cable,
ACAB-0064-KEI,Al Armoured AC Cable 4C x 25 sqmm -KEI,AC Cable,Cables,4C x 25 sqmm Al AC Cable,
ACAB-0064-POLYCAB,Al Armoured AC Cable 4C x 25 sqmm -POLYCAB,AC Cable,Cables,4C x 25 sqmm Al AC Cable,
ACAB-0065-RR KABEL,Al Armoured AC Cable 4C x 35 sqmm -RR KABEL,AC Cable,Cables,4C x 35 sqmm Al AC Cable,
ACAB-0065-KEI,Al Armoured AC Cable 4C x 35 sqmm -KEI,AC Cable,Cables,4C x 35 sqmm Al AC Cable,
ACAB-0065-POLYCAB,Al Armoured AC Cable 4C x 35 sqmm -POLYCAB,AC Cable,Cables,4C x 35 sqmm Al AC Cable,
ACAB-0066-RR KABEL,Al Armoured AC Cable 4C x 50 sqmm -RR KABEL,AC Cable,Cables,4C x 50 sqmm Al AC Cable,
ACAB-0066-KEI,Al Armoured AC Cable 4C x 50 sqmm -KEI,AC Cable,Cables,4C x 50 sqmm Al AC Cable,
ACAB-0066-POLYCAB,Al Armoured AC Cable 4C x 50 sqmm -POLYCAB,AC Cable,Cables,4C x 50 sqmm Al AC Cable,
ACAB-0067-RR KABEL,Al Armoured AC Cable 4C x 70 sqmm -RR KABEL,AC Cable,Cables,4C x 70 sqmm Al AC Cable,
ACAB-0067-KEI,Al Armoured AC Cable 4C x 70 sqmm -KEI,AC Cable,Cables,4C x 70 sqmm Al AC Cable,
ACAB-0067-POLYCAB,Al Armoured AC Cable 4C x 70 sqmm -POLYCAB,AC Cable,Cables,4C x 70 sqmm Al AC Cable,
ACAB-0068-RR KABEL,Al Armoured AC Cable 4C x 95 sqmm -RR KABEL,AC Cable,Cables,4C x 95 sqmm Al AC Cable,
ACAB-0068-KEI,Al Armoured AC Cable 4C x 95 sqmm -KEI,AC Cable,Cables,4C x 95 sqmm Al AC Cable,
ACAB-0068-POLYCAB,Al Armoured AC Cable 4C x 95 sqmm -POLYCAB,AC Cable,Cables,4C x 95 sqmm Al AC Cable,
PPE-0005,"Polymer Insulating Mat - Class A, 3.3 kV AC RMS, Size 1mtr x 2mtr x 2mm, Black colour with BIS, CPRI, NTH, ERDA TCs",Insulating Mat,Safety,Insulating Mat,
SAFT-0008,CO2 Type Fire Extinguisher with all accessories - 2 kg,Fire extinguisher,Safety,Fire extinguisher,
SAFT-0007,ABC Stored Pressure Type Fire Extinguisher - 2 kg,Fire extinguisher,Safety,Fire extinguisher,
PPE-0004,Safety Rope PN950 - 50 mtr,PPE,Safety,PPE,
PPE-0003,Safety Harness PN56,PPE,Safety,PPE,
PPE-0002,Fall Arrestor PN2000A,PPE,Safety,PPE,
PPE-0001,Maintenance Kit HMK-1-H1 with Heapro Descender & 50 mtr ropes,PPE,Safety,PPE,
ANCH-0015,SS304 Grade Anchor Rod M10x1m,Anchor Rod,Prefab MMS,Anchor Rod,
ANCH-0014,8.8 Grade Anchor Rod M24x2m,Anchor Rod,Prefab MMS,Anchor Rod,
ANCH-0013,8.8 Grade Anchor Rod M16x2m,Anchor Rod,Prefab MMS,Anchor Rod,
ANCH-0012,8.8 Grade Anchor Rod M12x2m,Anchor Rod,Prefab MMS,Anchor Rod,
ANCH-0011,8.8 Grade Anchor Rod M10x2m,Anchor Rod,Prefab MMS,Anchor Rod,
ANCH-0010,8.8 Grade Anchor Rod M8x2m,Anchor Rod,Prefab MMS,Anchor Rod,
ANCH-0009,8.8 Grade Anchor Rod M10x1m,Anchor Rod,Prefab MMS,Anchor Rod,
ANCH-0008,8.8 Grade Anchor Rod M8x1m,Anchor Rod,Prefab MMS,Anchor Rod,
ANCH-0007,8.8 Grade Anchor Rod M24x1m,Anchor Rod,Prefab MMS,Anchor Rod,
ANCH-0006,8.8 Grade Anchor Rod M16x1m,Anchor Rod,Prefab MMS,Anchor Rod,
ANCH-0005,8.8 Grade Anchor Rod M12x1m,Anchor Rod,Prefab MMS,Anchor Rod,
FSSW-0042,SS316 Spring Washer M8,SS316 Spring Washer,SS NBW,SS316 Spring Washer,
FSSW-0041,SS316 Plain Washer M8 Standard OD,SS316 Plain Washer,SS NBW,SS316 Plain Washer,
FSSW-0040,SS316 Plain Washer M8 Large OD,SS316 Plain Washer,SS NBW,SS316 Plain Washer,
FSSW-0039,SS316 Spring Washer M6,SS316 Spring Washer,SS NBW,SS316 Spring Washer,
FSSW-0038,SS316 Plain Washer M6 Standard OD,SS316 Plain Washer,SS NBW,SS316 Plain Washer,
FSSW-0037,SS316 Plain Washer M6 Large OD,SS316 Plain Washer,SS NBW,SS316 Plain Washer,
FSSW-0036,SS316 Plain Washer M10 Standard OD,SS316 Plain Washer,SS NBW,SS316 Plain Washer,
FSSW-0035,SS316 Plain Washer M10 Large OD,SS316 Plain Washer,SS NBW,SS316 Plain Washer,
FSSW-0034,SS316 Spring Washer M10,SS304 Spring Washer,SS NBW,SS316 Spring Washer,
FSSW-0033,SS304 Spring Washer M33,SS304 Spring Washer,SS NBW,SS304 Spring Washer,
FSSW-0032,SS304 Plain Washer M33 Standard OD,SS304 Plain Washer,SS NBW,SS304 Plain Washer,
FSSW-0031,SS304 Plain Washer M33 Large OD,SS304 Plain Washer,SS NBW,SS304 Plain Washer,
FSSW-0030,SS304 Spring Washer M20,SS304 Spring Washer,SS NBW,SS304 Spring Washer,
FSSW-0029,SS304 Plain Washer M20 Standard OD,SS304 Plain Washer,SS NBW,SS304 Plain Washer,
FSSW-0028,SS304 Plain Washer M20 Large OD,SS304 Plain Washer,SS NBW,SS304 Plain Washer,
FSSW-0027,SS304 Spring Washer M16,SS304 Spring Washer,SS NBW,SS304 Spring Washer,
FSSW-0026,SS304 Plain Washer M16 Standard OD,SS304 Plain Washer,SS NBW,SS304 Plain Washer,
FSSW-0025,SS304 Plain Washer M16 Large OD,SS304 Plain Washer,SS NBW,SS304 Plain Washer,
FSSN-0016,SS316 Hex Nut M6,SS316 Nut,SS NBW,SS316 Hex Nut,
FSSN-0015,SS316 Hex Nut M10,SS316 Nut,SS NBW,SS316 Hex Nut,
FSSN-0014,SS316 Hex Nut M8,SS316 Nut,SS NBW,SS316 Hex Nut,
FSSN-0013,SS304 Hex Nut M33,SS304 Nut,SS NBW,SS304 Hex Nut,
FSSN-0012,SS304 Hex Nut M20,SS304 Nut,SS NBW,SS304 Hex Nut,
FSSN-0011,SS304 Hex Nut M16,SS304 Nut,SS NBW,SS304 Hex Nut,
FSSB-0112,HDG E250 Grade J-bolt M12 250x55,HDG J-Bolt,Prefab MMS,HDG J-Bolt,
FSSB-0111,HDG E250 Grade J-bolt M10 250x55,HDG J-Bolt,Prefab MMS,HDG J-Bolt,
FSSB-0110,SS316 Hex Bolt M8x25,SS316 Bolt,SS NBW,SS316 Hex Bolt,
FSSB-0109,SS316 Hex Bolt M10x25,SS316 Bolt,SS NBW,SS316 Hex Bolt,
FSSB-0108,SS316 Allen Bolt M6x40,SS316 Bolt,SS NBW,SS316 Hex Bolt,
FSSB-0107,SS304 Hex Bolt M6x10,SS304 Bolt,SS NBW,SS304 Hex Bolt,
FSSB-0106,SS304 Hex Bolt M20x40,SS304 Bolt,SS NBW,SS304 Hex Bolt,
FSSB-0105,SS304 Hex Bolt M10x95,SS304 Bolt,SS NBW,SS304 Hex Bolt,
FSSB-0104,SS304 Allen Bolt M8x16,SS304 Bolt,SS NBW,SS304 Allen Bolt,
FSSB-0103,SS316 Hex Bolt M8x20,SS316 Bolt,SS NBW,SS316 Hex Bolt,
FSSB-0102,SS316 Hex Bolt M10x30,SS316 Bolt,SS NBW,SS316 Hex Bolt,
FSSB-0101,SS304 Hex Bolt M33x120,SS304 Bolt,SS NBW,SS304 Hex Bolt,
FSSB-0100,SS304 Hex Bolt M20x80,SS304 Bolt,SS NBW,SS304 Hex Bolt,
FSSB-0099,SS304 Hex Bolt M16x70,SS304 Bolt,SS NBW,SS304 Hex Bolt,
FSSB-0098,SS304 Hex Bolt M6x75,SS304 Bolt,SS NBW,SS304 Hex Bolt,
WATP-0005,Mini Crest II 0.5 HP Pump,Water Pump,Water Pipeline,Water Pump,
WATP-0004,Mini Crest I 1 HP Pump,Water Pump,Water Pipeline,Water Pump,
WATP-0003,KDS-225+ P 50x40 Single Phase Monoblock Pump,Water Pump,Water Pipeline,Water Pump,
WATP-0002,RIAN-I 1 HP Mini Range Pump,Water Pump,Water Pipeline,Water Pump,
WATP-0001,RIAN-II 0.5 HP Mini Range Pump,Water Pump,Water Pipeline,Water Pump,
TMTB-0016,TMT Bar 16mm Fe-600 Grade,TMT Bar,Civil Work,TMT Bar,
TMTB-0015,TMT Bar 16mm Fe-550 Grade,TMT Bar,Civil Work,TMT Bar,
TMTB-0014,TMT Bar 16mm Fe-500 Grade,TMT Bar,Civil Work,TMT Bar,
TMTB-0013,TMT Bar 16mm Fe-415 Grade,TMT Bar,Civil Work,TMT Bar,
TMTB-0012,TMT Bar 12mm Fe-600 Grade,TMT Bar,Civil Work,TMT Bar,
TMTB-0011,TMT Bar 12mm Fe-550 Grade,TMT Bar,Civil Work,TMT Bar,
TMTB-0010,TMT Bar 12mm Fe-500 Grade,TMT Bar,Civil Work,TMT Bar,
TMTB-0009,TMT Bar 12mm Fe-415 Grade,TMT Bar,Civil Work,TMT Bar,
TMTB-0008,TMT Bar 10mm Fe-600 Grade,TMT Bar,Civil Work,TMT Bar,
TMTB-0007,TMT Bar 10mm Fe-550 Grade,TMT Bar,Civil Work,TMT Bar,
TMTB-0006,TMT Bar 10mm Fe-500 Grade,TMT Bar,Civil Work,TMT Bar,
TMTB-0005,TMT Bar 10mm Fe-415 Grade,TMT Bar,Civil Work,TMT Bar,
TMTB-0004,TMT Bar 8mm Fe-600 Grade,TMT Bar,Civil Work,TMT Bar,
TMTB-0003,TMT Bar 8mm Fe-550 Grade,TMT Bar,Civil Work,TMT Bar,
TMTB-0002,TMT Bar 8mm Fe-500 Grade,TMT Bar,Civil Work,TMT Bar,
TMTB-0001,TMT Bar 8mm Fe-415 Grade,TMT Bar,Civil Work,TMT Bar,
INVM-0009-ENPHASE,IQ8P Microinverter(IQ8P-72-2-INT)-ENPHASE,Microinverter,Inverter,Enphase microinverter,
ANCH-0001-FISCHER,4.6 Grade Anchor Rod M10x2m-FISCHER,Anchor Rod,Prefab MMS,Anchor Rod,
ANCH-0003-FISCHER,4.6 Grade Anchor Rod M12x2m-FISCHER,Anchor Rod,Prefab MMS,Anchor Rod,
ANCH-0004-LOCAL MAKE,4.6 Grade Anchor Rod M12x2m - w/o certification-LOCAL MAKE,Anchor Rod,Prefab MMS,Anchor Rod,
ANCH-0002-LOCAL MAKE,4.6 Grade Anchor Rod M10x2m - w/o certification-LOCAL MAKE,Anchor Rod,Prefab MMS,Anchor Rod,
GMTR-0017-L&T,"3Ph HT Generation Meter 40-200A, Class 1 LPRF for MSEDCL-L&T",Generation Meter,Metering,Generation Meter,
BOM-0059,B2B Dispatch,BOM Parent Items,na,na,
BOM-0058,Additional material,BOM Parent Items,na,na,
BOM-0057,O&M,BOM Parent Items,na,na,
BOM-0056,QHSE Punch Points,BOM Parent Items,na,na,
MBOX-0020-LOCAL MAKE,MS PAINTED BOX FOR LOTO 8x6x4in-LOCAL MAKE,Meter Box,Metering,Meter Box,
ACDB-1843-Trinity Touch,ABS  Terminal BOX-7P-Trinity Touch,ACDB,Junction Box,ACDB,
ACDB-1842-Trinity Touch,ABS Terminal BOX-2P-Trinity Touch,ACDB,Junction Box,ACDB,
MBOX-0018-EATON,AC RCCB PFIM 63A/4P/30mA-EATON,Breaker,Metering,RCCB,
MBOX-0017-EATON,AC RCCB PFIM 32A/4P/30mA-EATON,Breaker,Metering,RCCB,
MBOX-0016-EATON,AC RCCB PFIM 25A/4P/30mA-EATON,Breaker,Metering,RCCB,
MBOX-0015-EATON,AC RCCB PFIM 63A/2P/30mA-EATON,Breaker,Metering,RCCB,
MBOX-0014-EATON,AC RCCB PFIM 32A/2P/30mA-EATON,Breaker,Metering,RCCB,
MBOX-0013-EATON,AC RCCB PFIM 25A/2P/30mA-EATON,Breaker,Metering,RCCB,
MBOX-0004-EATON,AC RCCB PFIM 16A/2P/30mA-EATON,Breaker,Metering,RCCB,
ECAB-0013-KEI,Cu Flexible Earthing Cable 1C x 16 sqmm - Yellow / Green-KEI,Earthing Cable,Cables,16 sqmm Cu Earthing Cable,
CCOP-0001-AADITYA POLYMAKE,PVC Conduit Pipe - LMS - White - 25mm - 3m-AADITYA POLYMAKE,Conduit Pipe,Conduit Pipe,PVC Conduit Pipe,
MDCR-0026-RAYZON,545 Wp Mono Bifacial DCR-RAYZON,DCR,Module,Mono Bifacial DCR (non Adani),
GMTR-0016-SECURE,Solar Generation Meter Premier 300 3ph MP Discom-SECURE,Generation Meter,Metering,Generation Meter,
NMTR-0027-SECURE,CT 100/5A 0.5S-SECURE,Net Meter,Metering,CT,
CMCC-0004-STAUBLI,MC4 Male Panel Receptacle 32.0079P0001-UR-STAUBLI,MC4 Connector,Electrical BoS,MC4 Connector,
CMCC-0003-STAUBLI,MC4 Female Panel Receptacle 32.0078P0001-UR-STAUBLI,MC4 Connector,Electrical BoS,MC4 Connector,
ACAB-0028-KEI,Cu Armoured AC Cable 4Cx10 sqmm-KEI,AC Cable,Cables,4C x 10 sqmm Cu AC Cable,
ACAB-0027-KEI,Cu Armoured AC Cable 4C x 6 sqmm-KEI,AC Cable,Cables,4C x 6 sqmm Cu AC Cable,
ACAB-0026-KEI,Cu Armoured AC Cable 4Cx4 sqmm-KEI,AC Cable,Cables,4C x 4 sqmm Cu AC Cable,
ACAB-0025-KEI,Cu Armoured AC Cable 2C x 6 sqmm -KEI,AC Cable,Cables,2C x 6 sqmm Cu AC Cable,
ACAB-0024-KEI,Cu Armoured AC Cable 2C x 4 sqmm -KEI,AC Cable,Cables,2C x 4 sqmm Cu AC Cable,
SIM-0001,Airtel 2g IoT/M2M sim card,Phone and Accesories,Electrical BoS,Sim card,
MBOX-0004-Syntex,"SMC 3 PHASE METER BOX 3525 Part Code MB3525,Size 350 x 250 x 150mm-Syntex",Meter Box,Metering,Meter Box,
INVS-0187-SOLAREDGE,Optimizer (S500B)-SOLAREDGE,Optimizer,Inverter,SolarEdge Optimizer,
SERV-0147,Purchases of Traded Goods (12%),Service,na,na,
SERV-0146,Purchases of Traded Goods (18%),Service,na,na,
MDCR-0025-NAVITAS,540 Wp Mono Bifacial DCR-NAVITAS,DCR,Module,Mono Bifacial DCR (non Adani),
MRAL-0010,Small Base Rail for portrait Tilted Structure,Rail,Tin Shed MMS,Tin Shed with Tilt Components,
ACDB-2488-SCHNEIDER,AC MCB 40A/2P-SCHNEIDER,Breaker,Metering,MCB,
ACDB-1839-EATON,AC MCB 32A/4P-EATON,Breaker,Metering,MCB,
ACDB-1838-EATON,AC MCB 32A/2P-EATON,Breaker,Metering,MCB,
ACDB-1837-EATON,AC MCB 25A/2P-EATON,Breaker,Metering,MCB,
ACDB-1836-EATON,AC MCB 16A/2P-EATON,Breaker,Metering,MCB,
INVM-0008-ENPHASE,IQ-Relay-3Phase-INT-ENPHASE,Microinverter,Inverter,Enphase accessories,
MDCR-0030-LONGI,545 Wp Mono Bifacial Non DCR-LONGI,Non DCR,Module,Mono Bifacial Non DCR (all makes),
INVS-0007-SUNGROW,5 Kw 3 Phase Inverter SG5RT-SUNGROW,III Gen,Inverter,3 Ph String Inverter,
MDCR-0029-LONGI,540 Wp Mono Bifacial Non DCR-LONGI,Non DCR,Module,Mono Bifacial Non DCR (all makes),
EKIT-0012,ELA KIT TRIAL TYPE 12,Kitt,Earthing & LA,Earthing & LA Kit,
EKIT-0011,ELA KIT TRIAL TYPE 11,Kitt,Earthing & LA,Earthing & LA Kit,
EKIT-0010,ELA KIT TRIAL TYPE 10,Kitt,Earthing & LA,Earthing & LA Kit,
EKIT-0009,ELA KIT TRIAL TYPE 9,Kitt,Earthing & LA,Earthing & LA Kit,
EKIT-0008,ELA KIT TRIAL TYPE 8,Kitt,Earthing & LA,Earthing & LA Kit,
EKIT-0007,ELA KIT TRIAL TYPE 7,Kitt,Earthing & LA,Earthing & LA Kit,
EKIT-0006,ELA KIT TRIAL TYPE 6,Kitt,Earthing & LA,Earthing & LA Kit,
EKIT-0005,ELA KIT TRIAL TYPE 5,Kitt,Earthing & LA,Earthing & LA Kit,
