Item Code,Item Name,Item Group,Item category,Item Sub-Category,
,Wall Plate for Bracing 150x150x5.0 (60 micron),,Welded MMS,Wall Plates for Welded MMS,
,Wall Plate for Bracing 150x150x5.0 (80 micron),,Welded MMS,Wall Plates for Welded MMS,
,Wall Plate for Column 200x60x5.0 (60 micron),,Welded MMS,Wall Plates for Welded MMS,
,Wall Plate for Column 200x60x5.0 (80 micron),,Welded MMS,Wall Plates for Welded MMS,
,4 Spikes Conventional LA with SSE logo - 14.2mm Dia - 1 Mtr - 100 micron,,Earthing & LA,Conventional LA,
,FRP Pipe for LA with 75mm hole distance (retired April 2023),,Earthing & LA,LA FRP Pipe,
,HDG LA Stand for Mono panels (retired April 2023),,Earthing & LA,LA Stand,
,HDG LA Stand for Poly panels (retired April 2023),,Earthing & LA,LA Stand,
,Back Leg Landscape - for tilted landscape,,Tin Shed MMS,Tin Shed with Tilt Components,
,Nylon Fastener M6x100,,Electrical BoS,Nylon Fastener,
,Nylon Fastener M6x75,,Electrical BoS,Nylon Fastener,
,Nylon Fastener M6x80,,Electrical BoS,Nylon Fastener,
,Nylon Fastener M8x100,,Electrical BoS,Nylon Fastener,
,Nylon Fastener M8x75,,Electrical BoS,Nylon Fastener,
,Pin Type Strike Fastener SS304 M6x100,,Welded MMS,Mechanical Anchor Fastener,
,Pin Type Strike Fastener SS304 M6x60,,Welded MMS,Mechanical Anchor Fastener,
,Pin Type Strike Fastener SS304 M6x75,,Welded MMS,Mechanical Anchor Fastener,
,Pin Type Strike Fastener SS304 M6x80,,Welded MMS,Mechanical Anchor Fastener,
,Pin Type Strike Fastener SS304 M8x100,,Welded MMS,Mechanical Anchor Fastener,
,Pin Type Strike Fastener SS304 M8x120,,Welded MMS,Mechanical Anchor Fastener,
,Pin Type Strike Fastener SS304 M8x150,,Welded MMS,Mechanical Anchor Fastener,
,Pin Type Strike Fastener SS304 M8x60,,Welded MMS,Mechanical Anchor Fastener,
,Pin Type Strike Fastener SS304 M8x75,,Welded MMS,Mechanical Anchor Fastener,
,Pin Type Strike Fastener SS304 M8x80,,Welded MMS,Mechanical Anchor Fastener,
,Pin Type Strike Fastener Zinc Plated M6x100,,Welded MMS,Mechanical Anchor Fastener,
,Pin Type Strike Fastener Zinc Plated M6x60,,Welded MMS,Mechanical Anchor Fastener,
,Pin Type Strike Fastener Zinc Plated M6x75,,Welded MMS,Mechanical Anchor Fastener,
,Pin Type Strike Fastener Zinc Plated M6x80,,Welded MMS,Mechanical Anchor Fastener,
,Pin Type Strike Fastener Zinc Plated M8x100,,Welded MMS,Mechanical Anchor Fastener,
,Pin Type Strike Fastener Zinc Plated M8x120,,Welded MMS,Mechanical Anchor Fastener,
,Pin Type Strike Fastener Zinc Plated M8x150,,Welded MMS,Mechanical Anchor Fastener,
,Pin Type Strike Fastener Zinc Plated M8x60,,Welded MMS,Mechanical Anchor Fastener,
,Pin Type Strike Fastener Zinc Plated M8x75,,Welded MMS,Mechanical Anchor Fastener,
,Pin Type Strike Fastener Zinc Plated M8x80,,Welded MMS,Mechanical Anchor Fastener,
,Purlin x2 - B Series - Heavy,,Prefab MMS,Purlins Poly Series,
,Purlin x2 - B Series - Light,,Prefab MMS,Purlins Poly Series,
,Purlin x2 - D Series - Heavy,,Prefab MMS,Purlins Poly Series,
,Purlin x2 - D Series - Light,,Prefab MMS,Purlins Poly Series,
,Purlin x2 - E Series - Heavy,,Prefab MMS,Purlins Poly Series,
,Purlin x2 - E Series - Light,,Prefab MMS,Purlins Poly Series,
,Purlin x2 - F Series - Medium,,Prefab MMS,Purlins Poly Series,
,Purlin x2 - F Series - Light,,Prefab MMS,Purlins Poly Series,
,Purlin x2 - G Series - Medium,,Prefab MMS,Purlins Poly Series,
,Purlin x2 - G Series - Light,,Prefab MMS,Purlins Poly Series,
,Purlin x3 - B Series - Medium,,Prefab MMS,Purlins Poly Series,
,Purlin x3 - B Series - Light,,Prefab MMS,Purlins Poly Series,
,Purlin x3 - D Series - Medium,,Prefab MMS,Purlins Poly Series,
,Purlin x3 - D Series - Light,,Prefab MMS,Purlins Poly Series,
,Purlin x3 - E Series - Medium,,Prefab MMS,Purlins Poly Series,
,Purlin x3 - E Series - Light,,Prefab MMS,Purlins Poly Series,
,Purlin x3 - F Series - Medium,,Prefab MMS,Purlins Poly Series,
,Purlin x3 - F Series - Light,,Prefab MMS,Purlins Poly Series,
,Purlin x3 - G Series - Medium,,Prefab MMS,Purlins Poly Series,
,Purlin x3 - G Series - Light,,Prefab MMS,Purlins Poly Series,
,Purlin x4 - B Series - Medium,,Prefab MMS,Purlins Poly Series,
,Purlin x4 - B Series - Light,,Prefab MMS,Purlins Poly Series,
,Purlin x4 - D Series - Medium,,Prefab MMS,Purlins Poly Series,
,Purlin x4 - D Series - Light,,Prefab MMS,Purlins Poly Series,
,Purlin x4 - E Series - Medium,,Prefab MMS,Purlins Poly Series,
,Purlin x4 - E Series - Light,,Prefab MMS,Purlins Poly Series,
,Purlin x4 - F Series - Medium,,Prefab MMS,Purlins Poly Series,
,Purlin x4 - F Series - Light,,Prefab MMS,Purlins Poly Series,
,Purlin x4 - G Series - Medium,,Prefab MMS,Purlins Poly Series,
,Purlin x4 - G Series - Light,,Prefab MMS,Purlins Poly Series,
,Purlin x4 - J Series - Medium,,Prefab MMS,Purlins J Series,
,Purlin x4 - J Series - Light,,Prefab MMS,Purlins J Series,
,Rafter 1P - B Series,,Prefab MMS,Rafters Poly Series,
,Rafter 1P - C Series,,Prefab MMS,Rafters Poly Series,
,Rafter 1P - D Series,,Prefab MMS,Rafters Poly Series,
,Rafter 1P - E Series,,Prefab MMS,Rafters Poly Series,
,Rafter 1P - G Series,,Prefab MMS,Rafters Poly Series,
,Rafter 1P - J Series,,Prefab MMS,Rafters J Series,
,Rafter 2P - B Series,,Prefab MMS,Rafters Poly Series,
,Rafter 2P - C Series,,Prefab MMS,Rafters Poly Series,
,Rafter 2P - D Series,,Prefab MMS,Rafters Poly Series,
,Rafter 2P - E Series,,Prefab MMS,Rafters Poly Series,
,Rafter 2P - G Series,,Prefab MMS,Rafters Poly Series,
,Rafter 2P - J Series,,Prefab MMS,Rafters J Series,
,Rafter 3P Bottom - B Series,,Prefab MMS,Rafters Poly Series,
,Rafter 3P Bottom - C Series,,Prefab MMS,Rafters Poly Series,
,Rafter 3P Bottom - D Series,,Prefab MMS,Rafters Poly Series,
,Rafter 3P Bottom - E Series,,Prefab MMS,Rafters Poly Series,
,Rafter 3P Bottom - G Series,,Prefab MMS,Rafters Poly Series,
,Rafter 3P Bottom - J Series,,Prefab MMS,Rafters J Series,
,Rafter 3P Top - B Series,,Prefab MMS,Rafters Poly Series,
,Rafter 3P Top - C Series,,Prefab MMS,Rafters Poly Series,
,Rafter 3P Top - D Series,,Prefab MMS,Rafters Poly Series,
,Rafter 3P Top - E Series,,Prefab MMS,Rafters Poly Series,
,Rafter 3P Top - G Series,,Prefab MMS,Rafters Poly Series,
,Rafter 3P Top - J Series,,Prefab MMS,Rafters J Series,
,Full Rail - for long rail flush mount & tilted portrait - 5500mm,,Tin Shed MMS,Full Rail,
,Aluminium Rivet 4.8x20,,Tin Shed MMS,Rivet,
,SS304 Rivet 4.8x20,,Tin Shed MMS,Rivet,
,Sand bag - 50 kg,,Civil Work,Concrete Foundation,
,Xylan Coated 8.8 Grade Self Drilling Screw 4.8x25,,Tin Shed MMS,SDS,
,Xylan Coated 8.8 Grade Self Drilling Screw 4.8x32,,Tin Shed MMS,SDS,
,Xylan Coated 8.8 Grade Self Drilling Screw 4.8x35,,Tin Shed MMS,SDS,
,Xylan Coated 8.8 Grade Self Drilling Screw 4.8x75,,Tin Shed MMS,SDS,
,Sleeve Anchor Fastener SS304 M6x100,,Welded MMS,Mechanical Anchor Fastener,
,Sleeve Anchor Fastener SS304 M6x60,,Welded MMS,Mechanical Anchor Fastener,
,Sleeve Anchor Fastener SS304 M6x75,,Welded MMS,Mechanical Anchor Fastener,
,Sleeve Anchor Fastener SS304 M6x80,,Welded MMS,Mechanical Anchor Fastener,
,Sleeve Anchor Fastener SS304 M8x100,,Welded MMS,Mechanical Anchor Fastener,
,Sleeve Anchor Fastener SS304 M8x120,,Welded MMS,Mechanical Anchor Fastener,
,Sleeve Anchor Fastener SS304 M8x150,,Welded MMS,Mechanical Anchor Fastener,
,Sleeve Anchor Fastener SS304 M8x60,,Welded MMS,Mechanical Anchor Fastener,
,Sleeve Anchor Fastener SS304 M8x75,,Welded MMS,Mechanical Anchor Fastener,
,Sleeve Anchor Fastener SS304 M8x80,,Welded MMS,Mechanical Anchor Fastener,
,Sleeve Anchor Fastener Zinc Plated M6x100,,Welded MMS,Mechanical Anchor Fastener,
,Sleeve Anchor Fastener Zinc Plated M6x60,,Welded MMS,Mechanical Anchor Fastener,
,Sleeve Anchor Fastener Zinc Plated M6x75,,Welded MMS,Mechanical Anchor Fastener,
,Sleeve Anchor Fastener Zinc Plated M6x80,,Welded MMS,Mechanical Anchor Fastener,
,Sleeve Anchor Fastener Zinc Plated M8x120,,Welded MMS,Mechanical Anchor Fastener,
,Sleeve Anchor Fastener Zinc Plated M8x150,,Welded MMS,Mechanical Anchor Fastener,
,Sleeve Anchor Fastener Zinc Plated M8x60,,Welded MMS,Mechanical Anchor Fastener,
,Sleeve Anchor Fastener Zinc Plated M8x75,,Welded MMS,Mechanical Anchor Fastener,
,Sleeve Anchor Fastener Zinc Plated M8x80,,Welded MMS,Mechanical Anchor Fastener,
,Ball Lock Type SS Cable Tie 4.6mmx300mm,,Electrical BoS,SS Cable Tie,
,SS304 Allen Bolt M10x15,,SS NBW,SS304 Allen Bolt,
,SS304 Allen Bolt M10x20,,SS NBW,SS304 Allen Bolt,
,SS304 Allen Bolt M10x25,,SS NBW,SS304 Allen Bolt,
,SS304 Allen Bolt M10x30,,SS NBW,SS304 Allen Bolt,
,SS304 Allen Bolt M10x35,,SS NBW,SS304 Allen Bolt,
,SS304 Allen Bolt M10x40,,SS NBW,SS304 Allen Bolt,
,SS304 Allen Bolt M10x45,,SS NBW,SS304 Allen Bolt,
,SS304 Allen Bolt M10x50,,SS NBW,SS304 Allen Bolt,
,SS304 Allen Bolt M10x55,,SS NBW,SS304 Allen Bolt,
,SS304 Allen Bolt M10x60,,SS NBW,SS304 Allen Bolt,
,SS304 Allen Bolt M12x15,,SS NBW,SS304 Allen Bolt,
,SS304 Allen Bolt M12x20,,SS NBW,SS304 Allen Bolt,
,SS304 Allen Bolt M12x25,,SS NBW,SS304 Allen Bolt,
,SS304 Allen Bolt M12x30,,SS NBW,SS304 Allen Bolt,
,SS304 Allen Bolt M12x35,,SS NBW,SS304 Allen Bolt,
,SS304 Allen Bolt M12x40,,SS NBW,SS304 Allen Bolt,
,SS304 Allen Bolt M12x45,,SS NBW,SS304 Allen Bolt,
,SS304 Allen Bolt M12x50,,SS NBW,SS304 Allen Bolt,
,SS304 Allen Bolt M12x55,,SS NBW,SS304 Allen Bolt,
,SS304 Allen Bolt M12x60,,SS NBW,SS304 Allen Bolt,
,SS304 Allen Bolt M4x15,,SS NBW,SS304 Allen Bolt,
,SS304 Allen Bolt M4x20,,SS NBW,SS304 Allen Bolt,
,SS304 Allen Bolt M4x25,,SS NBW,SS304 Allen Bolt,
,SS304 Allen Bolt M4x30,,SS NBW,SS304 Allen Bolt,
,SS304 Allen Bolt M4x35,,SS NBW,SS304 Allen Bolt,
,SS304 Allen Bolt M4x40,,SS NBW,SS304 Allen Bolt,
,SS304 Allen Bolt M6x15,,SS NBW,SS304 Allen Bolt,
,SS304 Allen Bolt M6x20,,SS NBW,SS304 Allen Bolt,
,SS304 Allen Bolt M6x30,,SS NBW,SS304 Allen Bolt,
,SS304 Allen Bolt M6x35,,SS NBW,SS304 Allen Bolt,
,SS304 Allen Bolt M6x40,,SS NBW,SS304 Allen Bolt,
,SS304 Allen Bolt M6x45,,SS NBW,SS304 Allen Bolt,
,SS304 Allen Bolt M6x50,,SS NBW,SS304 Allen Bolt,
,SS304 Allen Bolt M8x35,,SS NBW,SS304 Allen Bolt,
,SS304 Allen Bolt M8x45,,SS NBW,SS304 Allen Bolt,
,SS304 Allen Bolt M8x50,,SS NBW,SS304 Allen Bolt,
,SS304 Allen Bolt M8x55,,SS NBW,SS304 Allen Bolt,
,SS304 Allen Bolt M8x60,,SS NBW,SS304 Allen Bolt,
,SS304 Hex Bolt M10x15,,SS NBW,SS304 Hex Bolt,
,SS304 Hex Bolt M10x20,,SS NBW,SS304 Hex Bolt,
,SS304 Hex Bolt M10x25,,SS NBW,SS304 Hex Bolt,
,SS304 Hex Bolt M10x45,,SS NBW,SS304 Hex Bolt,
,SS304 Hex Bolt M10x50,,SS NBW,SS304 Hex Bolt,
,SS304 Hex Bolt M10x55,,SS NBW,SS304 Hex Bolt,
,SS304 Hex Bolt M10x60,,SS NBW,SS304 Hex Bolt,
,SS304 Hex Bolt M12x15,,SS NBW,SS304 Hex Bolt,
,SS304 Hex Bolt M12x20,,SS NBW,SS304 Hex Bolt,
,SS304 Hex Bolt M12x25,,SS NBW,SS304 Hex Bolt,
,SS304 Hex Bolt M12x30,,SS NBW,SS304 Hex Bolt,
,SS304 Hex Bolt M12x35,,SS NBW,SS304 Hex Bolt,
,SS304 Hex Bolt M12x45,,SS NBW,SS304 Hex Bolt,
,SS304 Hex Bolt M12x50,,SS NBW,SS304 Hex Bolt,
,SS304 Hex Bolt M12x55,,SS NBW,SS304 Hex Bolt,
,SS304 Hex Bolt M12x60,,SS NBW,SS304 Hex Bolt,
,SS304 Hex Bolt M4x15,,SS NBW,SS304 Hex Bolt,
,SS304 Hex Bolt M4x25,,SS NBW,SS304 Hex Bolt,
,SS304 Hex Bolt M4x30,,SS NBW,SS304 Hex Bolt,
,SS304 Hex Bolt M4x35,,SS NBW,SS304 Hex Bolt,
,SS304 Hex Bolt M4x40,,SS NBW,SS304 Hex Bolt,
,SS304 Hex Bolt M6x15,,SS NBW,SS304 Hex Bolt,
,SS304 Hex Bolt M6x20,,SS NBW,SS304 Hex Bolt,
,SS304 Hex Bolt M6x35,,SS NBW,SS304 Hex Bolt,
,SS304 Hex Bolt M6x45,,SS NBW,SS304 Hex Bolt,
,SS304 Hex Bolt M6x50,,SS NBW,SS304 Hex Bolt,
,SS304 Hex Bolt M8x15,,SS NBW,SS304 Hex Bolt,
,SS304 Hex Bolt M8x45,,SS NBW,SS304 Hex Bolt,
,SS304 Hex Bolt M8x50,,SS NBW,SS304 Hex Bolt,
,SS304 Hex Bolt M8x55,,SS NBW,SS304 Hex Bolt,
,SS304 Hex Bolt M8x60,,SS NBW,SS304 Hex Bolt,
,SS304 Flange Nut M10,,SS NBW,SS304 Flange Nut,
,SS304 Flange Nut M12,,SS NBW,SS304 Flange Nut,
,SS304 Flange Nut M4,,SS NBW,SS304 Flange Nut,
,SS304 Flange Nut M6,,SS NBW,SS304 Flange Nut,
,SS304 Plain Washer M12 Large OD,,SS NBW,SS304 Plain Washer,
,SS304 Plain Washer M4 Large OD,,SS NBW,SS304 Plain Washer,
,SS304 Double Sided Star Washer M10,,SS NBW,SS304 Star Washer,
,SS304 Double Sided Star Washer M12,,SS NBW,SS304 Star Washer,
,Top Section Landscape - for tilted landscape,,Tin Shed MMS,Tin Shed with Tilt Components,
,Cu Flexible AC Cable 2C x 4 sqmm-POLYCAB,,Cables,2C x 4 sqmm Cu AC Cable,
,Cu Flexible AC Cable 2C x 4 sqmm-RR KABEL,,Cables,2C x 4 sqmm Cu AC Cable,
,Cu Flexible AC Cable 2C x 4 sqmm-FINOLEX,,Cables,2C x 4 sqmm Cu AC Cable,
,Cu Flexible AC Cable 2C x 6 sqmm-POLYCAB,,Cables,2C x 6 sqmm Cu AC Cable,
,Cu Flexible AC Cable 2C x 6 sqmm-RR KABEL,,Cables,2C x 6 sqmm Cu AC Cable,
,Cu Flexible AC Cable 2C x 6 sqmm-FINOLEX,,Cables,2C x 6 sqmm Cu AC Cable,
,Cu Flexible AC Cable 4C x 10 sqmm-POLYCAB,,Cables,4C x 10 sqmm Cu AC Cable,
,Cu Flexible AC Cable 4C x 10 sqmm-RR KABEL,,Cables,4C x 10 sqmm Cu AC Cable,
,Cu Flexible AC Cable 4C x 10 sqmm-FINOLEX,,Cables,4C x 10 sqmm Cu AC Cable,
,Cu Flexible AC Cable 4C x 16 sqmm-KEI,,Cables,4C x 16 sqmm Cu AC Cable,
,Cu Flexible AC Cable 4C x 16 sqmm-RR KABEL,,Cables,4C x 16 sqmm Cu AC Cable,
,Cu Flexible AC Cable 4C x 16 sqmm-FINOLEX,,Cables,4C x 16 sqmm Cu AC Cable,
,Cu Flexible AC Cable 4C x 25 sqmm-POLYCAB,,Cables,4C x 25 sqmm Cu AC Cable,
,Cu Flexible AC Cable 4C x 25 sqmm-KEI,,Cables,4C x 25 sqmm Cu AC Cable,
,Cu Flexible AC Cable 4C x 25 sqmm-RR KABEL,,Cables,4C x 25 sqmm Cu AC Cable,
,Cu Flexible AC Cable 4C x 25 sqmm-FINOLEX,,Cables,4C x 25 sqmm Cu AC Cable,
,Cu Flexible AC Cable 4C x 4 sqmm-POLYCAB,,Cables,4C x 4 sqmm Cu AC Cable,
,Cu Flexible AC Cable 4C x 4 sqmm-KEI,,Cables,4C x 4 sqmm Cu AC Cable,
,Cu Flexible AC Cable 4C x 4 sqmm-RR KABEL,,Cables,4C x 4 sqmm Cu AC Cable,
,Cu Flexible AC Cable 4C x 4 sqmm-FINOLEX,,Cables,4C x 4 sqmm Cu AC Cable,
,Cu Flexible AC Cable 4C x 6 sqmm-RR KABEL,,Cables,4C x 6 sqmm Cu AC Cable,
,Cu Flexible AC Cable 4C x 6 sqmm-FINOLEX,,Cables,4C x 6 sqmm Cu AC Cable,
,10 sqmm Al Pin Type Lug-DOWELL,,Electrical BoS,Al Pin Type Lug,
,10 sqmm Al Pin Type Lug-JAINSON,,Electrical BoS,Al Pin Type Lug,
,10 sqmm Al Pin Type Lug-COMET,,Electrical BoS,Al Pin Type Lug,
,16 sqmm Al Pin Type Lug-DOWELL,,Electrical BoS,Al Pin Type Lug,
,16 sqmm Al Pin Type Lug-JAINSON,,Electrical BoS,Al Pin Type Lug,
,16 sqmm Al Pin Type Lug-COMET,,Electrical BoS,Al Pin Type Lug,
,25 sqmm Al Pin Type Lug-DOWELL,,Electrical BoS,Al Pin Type Lug,
,25 sqmm Al Pin Type Lug-JAINSON,,Electrical BoS,Al Pin Type Lug,
,25 sqmm Al Pin Type Lug-COMET,,Electrical BoS,Al Pin Type Lug,
,4 sqmm Al Pin Type Lug-DOWELL,,Electrical BoS,Al Pin Type Lug,
,4 sqmm Al Pin Type Lug-JAINSON,,Electrical BoS,Al Pin Type Lug,
,4 sqmm Al Pin Type Lug-COMET,,Electrical BoS,Al Pin Type Lug,
,6 sqmm Al Pin Type Lug-JAINSON,,Electrical BoS,Al Pin Type Lug,
,6 sqmm Al Pin Type Lug-COMET,,Electrical BoS,Al Pin Type Lug,
,10 sqmm Al Ring Type Lug-DOWELL,,Electrical BoS,Al Ring Type Lug,
,10 sqmm Al Ring Type Lug-JAINSON,,Electrical BoS,Al Ring Type Lug,
,10 sqmm Al Ring Type Lug-COMET,,Electrical BoS,Al Ring Type Lug,
,16 sqmm Al Ring Type Lug-COMET,,Electrical BoS,Al Ring Type Lug,
,25 sqmm Al Ring Type Lug-DOWELL,,Electrical BoS,Al Ring Type Lug,
,25 sqmm Al Ring Type Lug-JAINSON,,Electrical BoS,Al Ring Type Lug,
,25 sqmm Al Ring Type Lug-COMET,,Electrical BoS,Al Ring Type Lug,
,4 sqmm Al Ring Type Lug-DOWELL,,Electrical BoS,Al Ring Type Lug,
,4 sqmm Al Ring Type Lug-JAINSON,,Electrical BoS,Al Ring Type Lug,
,4 sqmm Al Ring Type Lug-COMET,,Electrical BoS,Al Ring Type Lug,
,6 sqmm Al Ring Type Lug-DOWELL,,Electrical BoS,Al Ring Type Lug,
,6 sqmm Al Ring Type Lug-COMET,,Electrical BoS,Al Ring Type Lug,
,4.6 Grade Anchor Rod M10x2m-FISCHER(Dont Use),,Prefab MMS,Anchor Rod,
,4.6 Grade Anchor Rod M12x2m-FISCHER(Dont Use),,Prefab MMS,Anchor Rod,
,4.6 Grade Anchor Rod M12x2m - w/o certification-LOCAL MAKE(Dont Use),,Prefab MMS,Anchor Rod,
,PVC Clip - White - Single Pin - 25mm-THE EARTH MAKE,,Conduit Pipe,PVC Conduit Pipe Accessories,
,10 sqmm Cu Pin Type Lug-DOWELL,,Electrical BoS,Cu Pin Type Lug,
,10 sqmm Cu Pin Type Lug-COMET,,Electrical BoS,Cu Pin Type Lug,
,16 sqmm Cu Pin Type Lug-DOWELL,,Electrical BoS,Cu Pin Type Lug,
,16 sqmm Cu Pin Type Lug-COMET,,Electrical BoS,Cu Pin Type Lug,
,2.5 sqmm Cu Pin Type Lug-COMET,,Electrical BoS,Cu Pin Type Lug,
,25 sqmm Cu Pin Type Lug-DOWELL,,Electrical BoS,Cu Pin Type Lug,
,25 sqmm Cu Pin Type Lug-JAINSON,,Electrical BoS,Cu Pin Type Lug,
,25 sqmm Cu Pin Type Lug-COMET,,Electrical BoS,Cu Pin Type Lug,
,4 sqmm Cu Pin Type Lug-DOWELL,,Electrical BoS,Cu Pin Type Lug,
,4 sqmm Cu Pin Type Lug-JAINSON,,Electrical BoS,Cu Pin Type Lug,
,4 sqmm Cu Pin Type Lug-COMET,,Electrical BoS,Cu Pin Type Lug,
,6 sqmm Cu Pin Type Lug-DOWELL,,Electrical BoS,Cu Pin Type Lug,
,6 sqmm Cu Pin Type Lug-COMET,,Electrical BoS,Cu Pin Type Lug,
,10 sqmm Cu Ring Type Lug-JAINSON,,Electrical BoS,Cu Ring Type Lug,
,10 sqmm Cu Ring Type Lug-COMET,,Electrical BoS,Cu Ring Type Lug,
,16 sqmm Cu Ring Type Lug-COMET,,Electrical BoS,Cu Ring Type Lug,
,2.5 sqmm Cu Ring Type Lug-DOWELL,,Electrical BoS,Cu Ring Type Lug,
,2.5 sqmm Cu Ring Type Lug-JAINSON,,Electrical BoS,Cu Ring Type Lug,
,2.5 sqmm Cu Ring Type Lug-COMET,,Electrical BoS,Cu Ring Type Lug,
,25 sqmm Cu Ring Type Lug-DOWELL,,Electrical BoS,Cu Ring Type Lug,
,25 sqmm Cu Ring Type Lug-JAINSON,,Electrical BoS,Cu Ring Type Lug,
,25 sqmm Cu Ring Type Lug-COMET,,Electrical BoS,Cu Ring Type Lug,
,4 sqmm Cu Ring Type Lug-DOWELL,,Electrical BoS,Cu Ring Type Lug,
,4 sqmm Cu Ring Type Lug-JAINSON,,Electrical BoS,Cu Ring Type Lug,
,4 sqmm Cu Ring Type Lug-COMET,,Electrical BoS,Cu Ring Type Lug,
,6 sqmm Cu Ring Type Lug-JAINSON,,Electrical BoS,Cu Ring Type Lug,
,6 sqmm Cu Ring Type Lug-COMET,,Electrical BoS,Cu Ring Type Lug,
,Cu DC Cable 1C x 4 sqmm - Black-LAPP,,Cables,4 sqmm Cu DC Cable,
,Cu DC Cable 1C x 4 sqmm - Black-LEONI,,Cables,4 sqmm Cu DC Cable,
,Cu DC Cable 1C x 4 sqmm - Black-KEI,,Cables,4 sqmm Cu DC Cable,
,Cu DC Cable 1C x 4 sqmm - Red-LAPP,,Cables,4 sqmm Cu DC Cable,
,Cu DC Cable 1C x 4 sqmm - Red-LEONI,,Cables,4 sqmm Cu DC Cable,
,Cu DC Cable 1C x 4 sqmm - Red-KEI,,Cables,4 sqmm Cu DC Cable,
,Cu DC Cable 1C x 6 sqmm - Black-LAPP,,Cables,6 sqmm Cu DC Cable,
,Cu DC Cable 1C x 6 sqmm - Black-LEONI,,Cables,6 sqmm Cu DC Cable,
,Cu DC Cable 1C x 6 sqmm - Black-POLYCAB,,Cables,6 sqmm Cu DC Cable,
,Cu DC Cable 1C x 6 sqmm - Black-KEI,,Cables,6 sqmm Cu DC Cable,
,Cu DC Cable 1C x 6 sqmm - Red-LAPP,,Cables,6 sqmm Cu DC Cable,
,Cu DC Cable 1C x 6 sqmm - Red-LEONI,,Cables,6 sqmm Cu DC Cable,
,Cu DC Cable 1C x 6 sqmm - Red-POLYCAB,,Cables,6 sqmm Cu DC Cable,
,Cu DC Cable 1C x 6 sqmm - Red-KEI,,Cables,6 sqmm Cu DC Cable,
,Al Flexible Earthing Cable 1C x 16 sqmm - Yellow / Green-WAACAB,,Cables,16 sqmm Al Earthing Cable,
,Al Flexible Earthing Cable 1C x 16 sqmm - Yellow / Green-OLLVIN,,Cables,16 sqmm Al Earthing Cable for LA,
,Al Flexible Earthing Cable 1C x 2.5 sqmm - Yellow / Green-JAINFLEX,,Cables,2.5 sqmm Al Earthing Cable,
,Al Flexible Earthing Cable 1C x 2.5 sqmm - Yellow / Green-KANBERY,,Cables,2.5 sqmm Al Earthing Cable,
,Al Flexible Earthing Cable 1C x 2.5 sqmm - Yellow / Green-WAACAB,,Cables,2.5 sqmm Al Earthing Cable,
,Al Flexible Earthing Cable 1C x 2.5 sqmm - Yellow / Green-OLLVIN,,Cables,2.5 sqmm Al Earthing Cable,
,Al Flexible Earthing Cable 1C x 4 sqmm - Yellow / Green-JAINFLEX,,Cables,4 sqmm Al Earthing Cable,
,Al Flexible Earthing Cable 1C x 4 sqmm - Yellow / Green-KANBERY,,Cables,4 sqmm Al Earthing Cable,
,Al Flexible Earthing Cable 1C x 4 sqmm - Yellow / Green-WAACAB,,Cables,4 sqmm Al Earthing Cable,
,Al Flexible Earthing Cable 1C x 4 sqmm - Yellow / Green-OLLVIN,,Cables,4 sqmm Al Earthing Cable,
,Al Flexible Earthing Cable 1C x 6 sqmm - Yellow / Green-WAACAB,,Cables,6 sqmm Al Earthing Cable,
,Al Flexible Earthing Cable 1C x 6 sqmm - Yellow / Green-OLLVIN,,Cables,6 sqmm Al Earthing Cable,
,Cu Flexible Earthing Cable 1C x 1.5 sqmm - Yellow / Green-JAINFLEX,,Cables,1.5 sqmm Cu Earthing Cable,
,Cu Flexible Earthing Cable 1C x 1.5 sqmm - Yellow / Green-KANBERY,,Cables,1.5 sqmm Cu Earthing Cable,
,Cu Flexible Earthing Cable 1C x 1.5 sqmm - Yellow / Green-WAACAB,,Cables,1.5 sqmm Cu Earthing Cable,
,Cu Flexible Earthing Cable 1C x 1.5 sqmm - Yellow / Green-OLLVIN,,Cables,1.5 sqmm Cu Earthing Cable,
,Cu Flexible Earthing Cable 1C x 16 sqmm - Yellow / Green-JAINFLEX,,Cables,16 sqmm Cu Earthing Cable,
,Cu Flexible Earthing Cable 1C x 16 sqmm - Yellow / Green-KANBERY,,Cables,16 sqmm Cu Earthing Cable,
,Cu Flexible Earthing Cable 1C x 16 sqmm - Yellow / Green-WAACAB,,Cables,16 sqmm Cu Earthing Cable,
,Cu Flexible Earthing Cable 1C x 16 sqmm - Yellow / Green-OLLVIN,,Cables,16 sqmm Cu Earthing Cable,
,Cu Flexible Earthing Cable 1C x 6 sqmm - Yellow / Green-JAINFLEX,,Cables,6 sqmm Cu Earthing Cable,
,Cu Flexible Earthing Cable 1C x 6 sqmm - Yellow / Green-KANBERY,,Cables,6 sqmm Cu Earthing Cable,
,Cu Flexible Earthing Cable 1C x 6 sqmm - Yellow / Green-WAACAB,,Cables,6 sqmm Cu Earthing Cable,
,Cu Flexible Earthing Cable 1C x 6 sqmm - Yellow / Green-OLLVIN,,Cables,6 sqmm Cu Earthing Cable,
,OPC 43 Grade - 50 kg-ULTRATECH,,Prefab MMS,Concrete Foundation,
,OPC 43 Grade - 50 kg-ACC,,Prefab MMS,Concrete Foundation,
,OPC 43 Grade - 50 kg-AMBUJA,,Prefab MMS,Concrete Foundation,
